ID;null
104872;v800065290carg-01;9208.20
104874;v800065288carg-01;7173.35
104876;v800065284carg-01;17638.41
104878;v800065272carg-01;15138.30
104880;v800065270carg-01;7213.25
104882;v800065260carg-01;10288.25
104884;v800065258carg-01;10308.30
104886;v800065256carg-01;13584.51
104888;v800065254carg-01;18032.64
104890;v800065252carg-01;11988.30
104892;v800065250carg-01;9208.20
104894;v800065248carg-01;5588.30
104896;v800065246carg-01;7173.35
104898;v800065242carg-01;2808.20
104900;v800065232carg-01;9020.23
104902;v800065222carg-01;10508.28
104904;v800065220carg-01;7688.20
104906;v800065216carg-01;8478.24
104908;v800065212carg-01;9223.68
104910;v800065210carg-01;3463.25
104912;v800065204carg-01;23092.46
104914;v800065200carg-01;8173.23
104916;v800065198carg-01;22727.32
104919;v800065196carg-01;11991.00
104921;v800065176carg-01;7333.14
104923;v800065174carg-01;15178.30
104925;v800065172carg-01;3528.20
104927;v800065150carg-01;7688.20
104929;v800065148carg-01;10997.46
104931;v800065146carg-01;26397.65
104933;v800065144carg-01;19337.55
104935;v800065140carg-01;7173.35
104937;v800065136carg-01;19588.35
104939;v800065134carg-01;12552.18
104941;v800065132carg-01;3463.25
104943;v800065128carg-01;7688.20
104945;v800065126carg-01;11048.20
104947;v800065106carg-01;9713.23
104949;v800065104carg-01;9683.35
104951;v800065100carg-01;3463.25
104953;v800065098carg-01;11048.20
104954;v800065094carg-01;8234.06
104956;v800065092carg-01;15688.35
104958;v800065086carg-01;7304.18
104960;v800065074carg-01;15688.35
104962;v800065070carg-01;8173.23
104964;v800065068carg-01;7438.25
104966;v800065066carg-01;8250.30
104968;v800065064carg-01;20303.25
104970;v800065050carg-01;3463.25
104972;v800065048carg-01;10798.37
104974;v800065044carg-01;15352.50
104975;v800065042carg-01;7173.35
104977;v800065040carg-01;31088.00
104979;v800065038carg-01;2932.35
104981;v800065028carg-01;3528.20
104983;v800065026carg-01;8799.21
104985;v800065020carg-01;7688.20
104987;v800065018carg-01;5815.17
104989;v800065016carg-01;7173.35
104991;v800065014carg-01;9753.23
104993;v800065010carg-01;5852.35
104996;v800065004carg-01;9753.23
104998;v800065000carg-01;15728.35
105000;v800064996carg-01;19588.35
105002;v800064994carg-01;11048.20
105004;v800064988carg-01;9952.28
105006;v800064986carg-01;12648.20
105008;v800064978carg-01;31088.00
105010;v800064976carg-01;8173.23
105012;v800064966carg-01;2808.20
105014;v800064958carg-01;10308.30
105016;v800064956carg-01;12279.12
105019;v800064948carg-01;11053.15
105021;v800064932carg-01;2213.15
105023;v800064928carg-01;17228.05
105025;v800064924carg-01;10798.37
105026;v800064920carg-01;11582.64
105028;v800064914carg-01;2213.15
105030;v800064912carg-01;17588.30
105032;v800064908carg-01;25648.40
105034;v800064904carg-01;5548.30
105037;v800064890carg-01;7728.20
105038;v800064888carg-01;19963.25
105040;v800064884carg-01;10617.36
105042;v800064878carg-01;13403.25
105044;v800064872carg-01;12319.23
105047;v800064868carg-01;25648.40
105049;v800064854carg-01;14128.41
105050;v800064852carg-01;10786.05
105052;v800064850carg-01;10308.30
105054;v800064844carg-01;9578.33
105056;v800064824carg-01;3463.25
105058;v800064804carg-01;10798.30
105060;v800064800carg-01;9268.33
105062;v800064798carg-01;3463.25
105064;v800064792carg-01;808.20
105066;v800064774carg-01;3528.20
105068;v800064770carg-01;3463.25
105070;v800064768carg-01;8173.23
105072;v800064766carg-01;7288.20
105074;v800064760carg-01;7288.20
105076;v800064758carg-01;9586.08
105078;v800064748carg-01;3503.25
105079;v800064746carg-01;7608.00
105081;v800064744carg-01;28802.88
105084;v800064742carg-01;21925.68
105086;v800064734carg-01;11710.22
105088;v800064728carg-01;8250.30
105090;v800064726carg-01;7288.20
105092;v800064724carg-01;8213.23
105094;v800064706carg-01;9713.23
105096;v800064700carg-01;7454.52
105098;v800064696carg-01;8173.23
105100;v800064694carg-01;8250.30
105102;v800064692carg-01;3463.25
105103;v800064688carg-01;53186.50
105106;v800064680carg-01;9643.35
105108;v800064678carg-01;9643.35
105110;v800064676carg-01;3388.00
105112;v800064672carg-01;10348.30
105113;v800064666carg-01;29128.00
105116;v800064660carg-01;10588.25
105118;v800064654carg-01;17628.30
105120;v800064650carg-01;3528.20
105121;v800064648carg-01;11710.22
105123;v800064642carg-01;10827.90
105125;v800064638carg-01;12648.20
105127;v800064630carg-01;10398.35
105129;v800064628carg-01;11710.22
105131;v800064626carg-01;7788.23
105133;v800064624carg-01;10308.30
105135;v800064622carg-01;10308.30
105137;v800064620carg-01;19128.20
105139;v800064618carg-01;12073.15
105141;v800064614carg-01;15178.30
105143;v800064608carg-01;12028.30
105145;v800064598carg-01;11839.14
105147;v800064586carg-01;3463.25
105149;v800064580carg-01;9128.25
105151;v800064572carg-01;11288.30
105153;v800064570carg-01;3503.25
105155;v800064568carg-01;3463.25
105157;v800064554carg-01;21057.24
105159;v800064546carg-01;808.20
105161;v800064544carg-01;3463.25
105163;v800064542carg-01;6313.25
105165;v800064530carg-01;10308.30
105167;v800064526carg-01;9020.23
105169;v800064524carg-01;5548.30
105171;v800064522carg-01;9020.23
105173;v800064518carg-01;3463.25
105175;v800064516carg-01;9020.23
105177;v800064510carg-01;9208.20
105179;v800064508carg-01;12688.20
105181;v800064505carg-02;23316.45
105183;v800064505carg-01;23316.45
105185;v800064503carg-01;14422.45
105187;v800064497carg-01;11288.30
105189;v800064495carg-01;30088.00
105191;v800064493carg-01;20527.60
105193;v800064481carg-01;9368.20
105195;v800064479carg-01;10348.30
105197;v800064477carg-01;10588.30
105199;v800064473carg-01;9020.23
105201;v800064471carg-01;5815.17
105203;v800064467carg-01;30088.00
105205;v800064465carg-01;17588.30
105207;v800064463carg-01;7333.14
105209;v800064461carg-01;5600.75
105211;v800064457carg-01;10588.30
105213;v800064453carg-01;14853.05
105215;v800064448carg-02;19756.33
105217;v800064448carg-01;19756.33
105219;v800064443carg-01;17588.30
105221;v800064439carg-01;15138.30
105223;v800064431carg-01;10798.30
105225;v800064429carg-01;10308.30
105227;v800064425carg-01;6388.30
105229;v800064419carg-01;12648.20
105231;v800064407carg-01;10308.30
105233;v800064401carg-01;9368.20
105235;v800064397carg-01;19963.25
105237;v800064393carg-01;10348.30
105239;v800064391carg-01;30088.00
105241;v800064389carg-01;23758.44
105243;v800064383carg-01;11968.10
105245;v800064381carg-01;7963.90
105247;v800064379carg-01;10308.30
105249;v800064375carg-01;21240.10
105251;v800064373carg-01;17588.30
105253;v800064357carg-01;3463.25
105255;v800064355carg-01;12088.25
105257;v800064353carg-01;11710.22
105259;v800064347carg-01;6388.30
105261;v800064331carg-01;3463.25
105263;v800064327carg-01;12648.20
105265;v800064325carg-01;8162.22
105267;v800064323carg-01;6673.15
105269;v800064315carg-01;10308.30
105271;v800064313carg-01;9043.35
105273;v800064309carg-01;7828.30
105275;v800064307carg-01;7828.30
105277;v800064303carg-01;7288.20
105279;v800064299carg-01;13363.25
105281;v800064297carg-01;13363.25
105283;v800064295carg-01;11968.10
105285;v800064293carg-01;11048.20
105287;v800064285carg-01;3463.25
105289;v800064273carg-01;25282.70
105291;v800064271carg-01;12285.09
105293;v800064269carg-01;15149.42
105295;v800064255carg-01;10588.30
105297;v800064253carg-01;3463.25
105299;v800064249carg-01;11288.30
105301;v800064247carg-01;6428.30
105303;v800064243carg-01;10288.25
105305;v800064229carg-01;17759.52
105306;v800064227carg-01;30088.00
105308;v800064219carg-01;6318.30
105310;v800064217carg-01;12699.81
105312;v800064213carg-01;14813.05
105314;v800064205carg-01;10308.30
